Sample Name	Protocol REF	Parameter Value[HD]	Unit	Term Source REF	Term Accession Number	Parameter Value[PH]	Unit	Term Source REF	Term Accession Number	Parameter Value[TKW]	Unit	Term Source REF	Term Accession Number	Parameter Value[EW]	Unit	Term Source REF	Term Accession Number	Parameter Value[GPE]	Unit	Term Source REF	Parameter Value[GY]	Unit	Term Source REF	Parameter Value[SW]	Unit	Term Source REF	Parameter Value[GH]	Unit	Term Source REF	Term Accession Number	Parameter Value[STC]	Unit	Term Source REF	Term Accession Number	Parameter Value[PC]	Unit	Term Source REF	Term Accession Number	Parameter Value[SDS]	Unit	Term Source REF	Term Accession Number	Parameter Value[HAG]	Unit	Term Source REF	Term Accession Number	Parameter Value[ZEL]	Unit	Term Source REF	Term Accession Number	Assay Name
sample_5879	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	65	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	38.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	24.63	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	100.28	dt/ha	UO	76.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	424.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	36.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5879
sample_588	Phenotyping	150	days	UO	http://purl.obolibrary.org/obo/UO_0000033	107	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	94.0	dt/ha	UO	81.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_588
sample_5880	Phenotyping	165	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	37.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.22	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	107.46	dt/ha	UO	78.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	348.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5880
sample_5881	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.06	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	118.24	dt/ha	UO	78.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	344.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	22.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5881
sample_5882	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	27.77	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.98	dt/ha	UO	78.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	409.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	58.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5882
sample_5883	Phenotyping	166	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	27.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.42	dt/ha	UO	77.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	338.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	34.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5883
sample_5884	Phenotyping	160	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	39.16	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.66	dt/ha	UO	81.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	500.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	56.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5884
sample_5885	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	39.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	29.73	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.7	dt/ha	UO	79.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	503.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	34.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5885
sample_5886	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	40.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.28	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	96.32	dt/ha	UO	74.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	409.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	53.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5886
sample_5887	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	117.54	dt/ha	UO	76.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	398.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	59.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5887
sample_5888	Phenotyping	166	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.46	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	487.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	33.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5888
sample_5889	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.98	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	102.48	dt/ha	UO	79.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	348.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	57.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5889
sample_589	Phenotyping	142	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	99.8333333333333	dt/ha	UO	81.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_589
sample_5890	Phenotyping	158	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.96	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.34	dt/ha	UO	78.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	444.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5890
sample_5891	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	25.91	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	111.4	dt/ha	UO	79.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	14.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	444.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	57.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5891
sample_5892	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	35.33	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	115.12	dt/ha	UO	79.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	351.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5892
sample_5893	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	26.89	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	112.02	dt/ha	UO	77.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	445.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5893
sample_5894	Phenotyping	157	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.88	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.74	dt/ha	UO	82.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	515.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	57.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5894
sample_5895	Phenotyping	166	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.06	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	112.8	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	460.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5895
sample_5896	Phenotyping	156	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	34.03	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	99.36	dt/ha	UO	75.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	300.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	48.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5896
sample_5897	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.87	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.6	dt/ha	UO	79.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	475.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5897
sample_5898	Phenotyping	160	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	114.4	dt/ha	UO	82.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	222.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	51.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5898
sample_5899	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.82	dt/ha	UO	76.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	219.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	29.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5899
sample_59	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	70.0	number	UO	98.1666666666667	dt/ha	UO	80.2	kg/hL	UO	54.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.22	%	UO	http://purl.obolibrary.org/obo/UO_0000187	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_59
sample_590	Phenotyping	142	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	57.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.666666666667	dt/ha	UO	78.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_590
sample_5900	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.92	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.22	dt/ha	UO	76.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	207.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	24.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5900
sample_5901	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	29.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	119.04	dt/ha	UO	80.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	370.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	53.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5901
sample_5902	Phenotyping	166	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	26.75	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.4	dt/ha	UO	80.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	329.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	64.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5902
sample_5903	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	25.92	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	118.82	dt/ha	UO	76.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	403.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5903
sample_5904	Phenotyping	159	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	40.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.78	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.7	dt/ha	UO	78.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	287.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5904
sample_5905	Phenotyping	160	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.17	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.64	dt/ha	UO	75.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	397.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5905
sample_5906	Phenotyping	166	days	UO	http://purl.obolibrary.org/obo/UO_0000033	110	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	40.52	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.42	dt/ha	UO	82.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	14.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	331.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	57.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5906
sample_5907	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.13	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	116.02	dt/ha	UO	76.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	488.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5907
sample_5908	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	40.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.16	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	111.6	dt/ha	UO	78.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	411.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	58.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5908
sample_5909	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	27.35	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	121.92	dt/ha	UO	82.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	509.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	58.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5909
sample_591	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	86.0	dt/ha	UO	77.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_591
sample_5910	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	44.18	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	122.5	dt/ha	UO	79.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	422.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_5910
