Sample Name	Protocol REF	Parameter Value[HD]	Unit	Term Source REF	Term Accession Number	Parameter Value[PH]	Unit	Term Source REF	Term Accession Number	Parameter Value[TKW]	Unit	Term Source REF	Term Accession Number	Parameter Value[EW]	Unit	Term Source REF	Term Accession Number	Parameter Value[GPE]	Unit	Term Source REF	Parameter Value[GY]	Unit	Term Source REF	Parameter Value[SW]	Unit	Term Source REF	Parameter Value[GH]	Unit	Term Source REF	Term Accession Number	Parameter Value[STC]	Unit	Term Source REF	Term Accession Number	Parameter Value[PC]	Unit	Term Source REF	Term Accession Number	Parameter Value[SDS]	Unit	Term Source REF	Term Accession Number	Parameter Value[HAG]	Unit	Term Source REF	Term Accession Number	Parameter Value[ZEL]	Unit	Term Source REF	Term Accession Number
sample_6013	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	30.07	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	123.5	dt/ha	UO	82.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	461.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	54.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6014	Phenotyping	159	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	39.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.08	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	99.68	dt/ha	UO	77.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	313.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6015	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	34.07	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	112.34	dt/ha	UO	79.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	239.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6016	Phenotyping	165	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.13	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	121.54	dt/ha	UO	79.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	431.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	70.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6017	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	110	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	34.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.38	dt/ha	UO	83.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	349.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	64.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6018	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	120.82	dt/ha	UO	76.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	315.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6019	Phenotyping	157	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	40.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.64	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	110.62	dt/ha	UO	79.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	433.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	62.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_602	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	40.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	100.0	dt/ha	UO	81.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6020	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.64	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	111.06	dt/ha	UO	79.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	383.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	68.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6021	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	37.37	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	114.96	dt/ha	UO	82.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	543.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	60.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6022	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	46.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	110.26	dt/ha	UO	78.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	496.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6023	Phenotyping	166	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.68	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	363.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	67.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6024	Phenotyping	165	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.11	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	121.18	dt/ha	UO	77.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	392.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6025	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	37.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	34.44	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	109.56	dt/ha	UO	81.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	429.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6026	Phenotyping	161	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	29.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.16	dt/ha	UO	77.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	675.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	59.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6027	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.46	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	119.2	dt/ha	UO	77.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	398.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	62.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6028	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	30.95	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.94	dt/ha	UO	77.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	472.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	61.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6029	Phenotyping	165	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	29.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.06	dt/ha	UO	80.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	368.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_603	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	40.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	94.8333333333333	dt/ha	UO	75.0	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6030	Phenotyping	158	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.46	dt/ha	UO	78.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	561.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	59.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6031	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	29.22	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	118.04	dt/ha	UO	75.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	332.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6032	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	119.7	dt/ha	UO	80.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	459.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6033	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	39.43	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	119.58	dt/ha	UO	80.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	465.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6034	Phenotyping	160	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.49	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	117.14	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	419.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	37.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6035	Phenotyping	160	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	25.52	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.98	dt/ha	UO	81.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	14.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	422.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	64.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6036	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.15	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	112.58	dt/ha	UO	80.4	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	490.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	52.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6037	Phenotyping	160	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	35.78	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	114.84	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	392.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	62.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6038	Phenotyping	166	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.69	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	112.66	dt/ha	UO	76.0	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	178.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	37.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6039	Phenotyping	156	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.98	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	114.22	dt/ha	UO	78.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	488.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_604	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	103.5	dt/ha	UO	77.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6040	Phenotyping	159	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.03	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	114.64	dt/ha	UO	78.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	401.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	54.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6041	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	26.86	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.6	dt/ha	UO	82.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	454.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	67.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6042	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	115.84	dt/ha	UO	78.0	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	345.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	56.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6043	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	35.43	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.5	dt/ha	UO	83.2	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	319.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	68.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6044	Phenotyping	162	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	25.13	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.56	dt/ha	UO	79.6	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	14.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	317.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	63.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6045	Phenotyping	163	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	41.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.94	dt/ha	UO	74.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	433.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	66.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6046	Phenotyping	164	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	43.18	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	93.26	dt/ha	UO	76.8	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	292.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_6047	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	35.98	g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	107.2	dt/ha	UO	77.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	413.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	58.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
