Sample Name	Protocol REF	Parameter Value[FHB]	Parameter Value[DTR]	Parameter Value[SEP]	Assay Name
sample_6082	Phenotyping		3.0		assay_6082
sample_6083	Phenotyping		3.0		assay_6083
sample_6084	Phenotyping		3.0		assay_6084
sample_6085	Phenotyping		13.75		assay_6085
sample_6086	Phenotyping		13.75		assay_6086
sample_6087	Phenotyping		13.75		assay_6087
sample_6088	Phenotyping		2.5		assay_6088
sample_6089	Phenotyping		2.5		assay_6089
sample_609	Phenotyping	9.71111111111111			assay_609
sample_6090	Phenotyping		2.5		assay_6090
sample_6091	Phenotyping		3.5		assay_6091
sample_6092	Phenotyping		3.5		assay_6092
sample_6093	Phenotyping		3.5		assay_6093
sample_6094	Phenotyping		2.5		assay_6094
sample_6095	Phenotyping		2.5		assay_6095
sample_6096	Phenotyping		2.5		assay_6096
sample_6097	Phenotyping		0.5		assay_6097
sample_6098	Phenotyping		1.5		assay_6098
sample_6099	Phenotyping		0.75		assay_6099
sample_61	Phenotyping	1.46666666666667			assay_61
sample_610	Phenotyping	8.28333333333333			assay_610
sample_6100	Phenotyping		4.25		assay_6100
sample_6101	Phenotyping		4.25		assay_6101
sample_6102	Phenotyping		4.25		assay_6102
sample_6103	Phenotyping		3.75		assay_6103
sample_6104	Phenotyping		3.75		assay_6104
sample_6105	Phenotyping		3.75		assay_6105
sample_6106	Phenotyping		4.75		assay_6106
sample_6107	Phenotyping		4.75		assay_6107
sample_6108	Phenotyping		4.75		assay_6108
sample_6109	Phenotyping		7.0		assay_6109
sample_611	Phenotyping	4.0			assay_611
sample_6110	Phenotyping		7.0		assay_6110
sample_6111	Phenotyping		7.0		assay_6111
sample_6112	Phenotyping		2.5		assay_6112
sample_6113	Phenotyping		2.5		assay_6113
sample_6114	Phenotyping		3.25		assay_6114
sample_6115	Phenotyping		4.75		assay_6115
sample_6116	Phenotyping		4.75		assay_6116
sample_6117	Phenotyping		5.0		assay_6117
sample_6118	Phenotyping		3.75		assay_6118
sample_6119	Phenotyping		3.75		assay_6119
sample_612	Phenotyping	5.77777777777778			assay_612
sample_6120	Phenotyping		3.75		assay_6120
sample_6121	Phenotyping		6.25		assay_6121
sample_6122	Phenotyping		6.5		assay_6122
sample_6123	Phenotyping		6.25		assay_6123
sample_6124	Phenotyping		6.0		assay_6124
sample_6125	Phenotyping		6.0		assay_6125
sample_6126	Phenotyping		6.0		assay_6126
sample_6127	Phenotyping		3.25		assay_6127
sample_6128	Phenotyping		3.25		assay_6128
sample_6129	Phenotyping		3.25		assay_6129
sample_613	Phenotyping	6.0			assay_613
sample_6130	Phenotyping		6.5		assay_6130
sample_6131	Phenotyping		6.5		assay_6131
sample_6132	Phenotyping		6.5		assay_6132
sample_6133	Phenotyping		8.25		assay_6133
sample_6134	Phenotyping		7.0		assay_6134
sample_6135	Phenotyping		8.25		assay_6135
sample_6136	Phenotyping		4.75		assay_6136
sample_6137	Phenotyping		5.5		assay_6137
sample_6138	Phenotyping		5.0		assay_6138
sample_6139	Phenotyping		4.75		assay_6139
sample_614	Phenotyping	3.93555555555556			assay_614
sample_6140	Phenotyping		4.75		assay_6140
sample_6141	Phenotyping		4.75		assay_6141
sample_6142	Phenotyping		2.5		assay_6142
sample_6143	Phenotyping		2.5		assay_6143
sample_6144	Phenotyping		2.5		assay_6144
sample_6145	Phenotyping		3.0		assay_6145
sample_6146	Phenotyping		3.0		assay_6146
sample_6147	Phenotyping		3.0		assay_6147
sample_6148	Phenotyping		3.0		assay_6148
sample_6149	Phenotyping		3.0		assay_6149
sample_615	Phenotyping	11.25			assay_615
sample_6150	Phenotyping		3.0		assay_6150
sample_6151	Phenotyping		2.25		assay_6151
sample_6152	Phenotyping		2.25		assay_6152
sample_6153	Phenotyping		2.25		assay_6153
sample_6154	Phenotyping		3.25		assay_6154
sample_6155	Phenotyping		3.25		assay_6155
sample_6156	Phenotyping		3.25		assay_6156
sample_6157	Phenotyping		4.75		assay_6157
sample_6158	Phenotyping		4.75		assay_6158
sample_6159	Phenotyping		6.0		assay_6159
sample_616	Phenotyping	0.6			assay_616
sample_6160	Phenotyping		6.75		assay_6160
sample_6161	Phenotyping		6.75		assay_6161
sample_6162	Phenotyping		6.75		assay_6162
sample_6163	Phenotyping		1.5		assay_6163
sample_6164	Phenotyping		1.5		assay_6164
sample_6165	Phenotyping		1.5		assay_6165
sample_6166	Phenotyping		3.5		assay_6166
sample_6167	Phenotyping		3.5		assay_6167
sample_6168	Phenotyping		3.5		assay_6168
sample_6169	Phenotyping		5.75		assay_6169
sample_617	Phenotyping	0.233333333333333			assay_617
sample_6170	Phenotyping		4.5		assay_6170
sample_6171	Phenotyping		6.0		assay_6171
sample_6172	Phenotyping		5.25		assay_6172
sample_6173	Phenotyping		5.25		assay_6173
sample_6174	Phenotyping		5.25		assay_6174
sample_6175	Phenotyping		5.0		assay_6175
sample_6176	Phenotyping		5.0		assay_6176
sample_6177	Phenotyping		5.0		assay_6177
sample_6178	Phenotyping		1.5		assay_6178
sample_6179	Phenotyping		1.5		assay_6179
sample_618	Phenotyping	0.817777777777778			assay_618
sample_6180	Phenotyping		1.75		assay_6180
sample_6181	Phenotyping		1.5		assay_6181
sample_6182	Phenotyping		2.0		assay_6182
sample_6183	Phenotyping		1.5		assay_6183
sample_6184	Phenotyping		6.75		assay_6184
sample_6185	Phenotyping		7.25		assay_6185
sample_6186	Phenotyping		6.75		assay_6186
sample_6187	Phenotyping		6.25		assay_6187
sample_6188	Phenotyping		6.25		assay_6188
sample_6189	Phenotyping		6.25		assay_6189
sample_619	Phenotyping	0.666666666666667			assay_619
sample_6190	Phenotyping		5.25		assay_6190
sample_6191	Phenotyping		5.25		assay_6191
sample_6192	Phenotyping		5.25		assay_6192
sample_6193	Phenotyping		3.0		assay_6193
sample_6194	Phenotyping		3.0		assay_6194
sample_6195	Phenotyping		3.0		assay_6195
sample_6196	Phenotyping		3.25		assay_6196
sample_6197	Phenotyping		3.25		assay_6197
sample_6198	Phenotyping		3.25		assay_6198
sample_6199	Phenotyping		7.75		assay_6199
sample_62	Phenotyping	2.33333333333333			assay_62
sample_620	Phenotyping	3.36666666666667			assay_620
sample_6200	Phenotyping		7.75		assay_6200
sample_6201	Phenotyping		7.75		assay_6201
sample_6202	Phenotyping		2.0		assay_6202
sample_6203	Phenotyping		3.5		assay_6203
sample_6204	Phenotyping		2.0		assay_6204
sample_6205	Phenotyping		4.25		assay_6205
sample_6206	Phenotyping		4.25		assay_6206
sample_6207	Phenotyping		4.75		assay_6207
sample_6208	Phenotyping		3.5		assay_6208
sample_6209	Phenotyping		3.5		assay_6209
sample_621	Phenotyping	1.44444444444444			assay_621
sample_6210	Phenotyping		4.0		assay_6210
sample_6211	Phenotyping		5.5		assay_6211
sample_6212	Phenotyping		5.5		assay_6212
sample_6213	Phenotyping		5.5		assay_6213
sample_6214	Phenotyping		4.25		assay_6214
sample_6215	Phenotyping		4.75		assay_6215
sample_6216	Phenotyping		4.25		assay_6216
sample_6217	Phenotyping		1.0		assay_6217
sample_6218	Phenotyping		1.75		assay_6218
sample_6219	Phenotyping		1.25		assay_6219
sample_622	Phenotyping	11.8888888888889			assay_622
sample_6220	Phenotyping		6.5		assay_6220
sample_6221	Phenotyping		6.75		assay_6221
sample_6222	Phenotyping		6.5		assay_6222
sample_6223	Phenotyping		1.75		assay_6223
sample_6224	Phenotyping		1.75		assay_6224
sample_6225	Phenotyping		1.75		assay_6225
sample_6226	Phenotyping		1.5		assay_6226
sample_6227	Phenotyping		1.5		assay_6227
sample_6228	Phenotyping		1.5		assay_6228
sample_6229	Phenotyping		3.5		assay_6229
sample_623	Phenotyping	10.7			assay_623
sample_6230	Phenotyping		3.5		assay_6230
sample_6231	Phenotyping		3.5		assay_6231
sample_6232	Phenotyping		9.25		assay_6232
sample_6233	Phenotyping		9.25		assay_6233
sample_6234	Phenotyping		9.25		assay_6234
sample_6235	Phenotyping		2.25		assay_6235
sample_6236	Phenotyping		2.5		assay_6236
sample_6237	Phenotyping		2.5		assay_6237
sample_6238	Phenotyping		3.5		assay_6238
sample_6239	Phenotyping		3.5		assay_6239
sample_624	Phenotyping	13.0			assay_624
sample_6240	Phenotyping		3.5		assay_6240
sample_6241	Phenotyping		3.0		assay_6241
sample_6242	Phenotyping		3.0		assay_6242
sample_6243	Phenotyping		3.0		assay_6243
sample_6244	Phenotyping		1.75		assay_6244
sample_6245	Phenotyping		1.75		assay_6245
sample_6246	Phenotyping		1.75		assay_6246
sample_6247	Phenotyping		2.0		assay_6247
sample_6248	Phenotyping		2.25		assay_6248
sample_6249	Phenotyping		2.0		assay_6249
sample_625	Phenotyping	3.82033333333333			assay_625
sample_6250	Phenotyping		2.75		assay_6250
sample_6251	Phenotyping		3.75		assay_6251
sample_6252	Phenotyping		2.75		assay_6252
sample_6253	Phenotyping		2.75		assay_6253
sample_6254	Phenotyping		3.0		assay_6254
sample_6255	Phenotyping		3.0		assay_6255
sample_6256	Phenotyping		4.0		assay_6256
sample_6257	Phenotyping		4.0		assay_6257
sample_6258	Phenotyping		4.0		assay_6258
sample_6259	Phenotyping		1.0		assay_6259
sample_626	Phenotyping	3.65555555555556			assay_626
sample_6260	Phenotyping		1.25		assay_6260
sample_6261	Phenotyping		1.5		assay_6261
sample_6262	Phenotyping		2.25		assay_6262
sample_6263	Phenotyping		3.25		assay_6263
sample_6264	Phenotyping		2.25		assay_6264
sample_6265	Phenotyping		3.25		assay_6265
sample_6266	Phenotyping		3.25		assay_6266
sample_6267	Phenotyping		3.25		assay_6267
sample_6268	Phenotyping		4.0		assay_6268
sample_6269	Phenotyping		4.0		assay_6269
sample_627	Phenotyping	8.67888888888889			assay_627
sample_6270	Phenotyping		4.0		assay_6270
sample_6271	Phenotyping		5.0		assay_6271
sample_6272	Phenotyping		5.0		assay_6272
sample_6273	Phenotyping		5.0		assay_6273
sample_6274	Phenotyping		4.25		assay_6274
sample_6275	Phenotyping		4.5		assay_6275
sample_6276	Phenotyping		4.25		assay_6276
sample_6277	Phenotyping		2.0		assay_6277
sample_6278	Phenotyping		2.0		assay_6278
sample_6279	Phenotyping		2.0		assay_6279
sample_628	Phenotyping	3.2			assay_628
sample_6280	Phenotyping		4.0		assay_6280
sample_6281	Phenotyping		4.0		assay_6281
sample_6282	Phenotyping		4.0		assay_6282
sample_6283	Phenotyping		7.25		assay_6283
sample_6284	Phenotyping		7.25		assay_6284
sample_6285	Phenotyping		7.25		assay_6285
sample_6286	Phenotyping		3.25		assay_6286
sample_6287	Phenotyping		3.25		assay_6287
sample_6288	Phenotyping		3.25		assay_6288
sample_6289	Phenotyping		2.0		assay_6289
sample_629	Phenotyping	3.16888888888889			assay_629
sample_6290	Phenotyping		2.0		assay_6290
sample_6291	Phenotyping		2.5		assay_6291
sample_6292	Phenotyping		5.5		assay_6292
sample_6293	Phenotyping		5.5		assay_6293
sample_6294	Phenotyping		5.5		assay_6294
sample_6295	Phenotyping		2.0		assay_6295
sample_6296	Phenotyping		2.0		assay_6296
sample_6297	Phenotyping		2.0		assay_6297
sample_6298	Phenotyping		9.0		assay_6298
sample_6299	Phenotyping		9.25		assay_6299
sample_63	Phenotyping	3.88888888888889			assay_63
sample_630	Phenotyping	2.44444444444444			assay_630
sample_6300	Phenotyping		9.25		assay_6300
sample_6301	Phenotyping		6.0		assay_6301
sample_6302	Phenotyping		6.0		assay_6302
sample_6303	Phenotyping		6.0		assay_6303
sample_6304	Phenotyping		2.5		assay_6304
sample_6305	Phenotyping		2.5		assay_6305
sample_6306	Phenotyping		2.5		assay_6306
sample_6307	Phenotyping		1.5		assay_6307
sample_6308	Phenotyping		1.5		assay_6308
sample_6309	Phenotyping		1.5		assay_6309
sample_631	Phenotyping	15.5905555555556			assay_631
sample_6310	Phenotyping		2.5		assay_6310
sample_6311	Phenotyping		2.75		assay_6311
sample_6312	Phenotyping		3.0		assay_6312
sample_6313	Phenotyping		1.0		assay_6313
sample_6314	Phenotyping		1.5		assay_6314
sample_6315	Phenotyping		1.25		assay_6315
sample_6316	Phenotyping		5.25		assay_6316
sample_6317	Phenotyping		5.25		assay_6317
sample_6318	Phenotyping		5.25		assay_6318
sample_6319	Phenotyping		2.0		assay_6319
sample_632	Phenotyping	11.7			assay_632
sample_6320	Phenotyping		2.0		assay_6320
sample_6321	Phenotyping		2.0		assay_6321
sample_6322	Phenotyping		3.5		assay_6322
sample_6323	Phenotyping		3.5		assay_6323
sample_6324	Phenotyping		3.5		assay_6324
sample_6325	Phenotyping		2.25		assay_6325
sample_6326	Phenotyping		2.25		assay_6326
sample_6327	Phenotyping		2.5		assay_6327
sample_6328	Phenotyping		2.25		assay_6328
sample_6329	Phenotyping		2.25		assay_6329
sample_633	Phenotyping	17.3611111111111			assay_633
sample_6330	Phenotyping		2.25		assay_6330
sample_6331	Phenotyping		7.0		assay_6331
sample_6332	Phenotyping		7.25		assay_6332
sample_6333	Phenotyping		7.0		assay_6333
sample_6334	Phenotyping		2.0		assay_6334
sample_6335	Phenotyping		2.0		assay_6335
sample_6336	Phenotyping		2.0		assay_6336
sample_6337	Phenotyping		3.75		assay_6337
sample_6338	Phenotyping		3.75		assay_6338
sample_6339	Phenotyping		4.0		assay_6339
sample_634	Phenotyping	5.82222222222222			assay_634
sample_6340	Phenotyping		2.75		assay_6340
sample_6341	Phenotyping		3.0		assay_6341
sample_6342	Phenotyping		2.75		assay_6342
sample_6343	Phenotyping		3.5		assay_6343
sample_6344	Phenotyping		3.75		assay_6344
sample_6345	Phenotyping		3.75		assay_6345
sample_6346	Phenotyping		3.0		assay_6346
sample_6347	Phenotyping		3.25		assay_6347
sample_6348	Phenotyping		3.0		assay_6348
sample_6349	Phenotyping		3.5		assay_6349
sample_635	Phenotyping	7.16666666666667			assay_635
sample_6350	Phenotyping		3.5		assay_6350
sample_6351	Phenotyping		3.5		assay_6351
sample_6352	Phenotyping		2.75		assay_6352
sample_6353	Phenotyping		2.75		assay_6353
sample_6354	Phenotyping		3.0		assay_6354
sample_6355	Phenotyping		4.0		assay_6355
sample_6356	Phenotyping		4.0		assay_6356
sample_6357	Phenotyping		4.0		assay_6357
sample_6358	Phenotyping		5.25		assay_6358
sample_6359	Phenotyping		5.25		assay_6359
sample_636	Phenotyping	10.9933333333333			assay_636
sample_6360	Phenotyping		5.25		assay_6360
sample_6361	Phenotyping		4.25		assay_6361
sample_6362	Phenotyping		6.0		assay_6362
sample_6363	Phenotyping		5.5		assay_6363
sample_6364	Phenotyping		4.75		assay_6364
sample_6365	Phenotyping		4.75		assay_6365
sample_6366	Phenotyping		4.75		assay_6366
sample_6367	Phenotyping		4.0		assay_6367
sample_6368	Phenotyping		4.0		assay_6368
sample_6369	Phenotyping		4.25		assay_6369
sample_637	Phenotyping	0.116666666666667			assay_637
sample_6370	Phenotyping		1.5		assay_6370
sample_6371	Phenotyping		1.5		assay_6371
sample_6372	Phenotyping		1.5		assay_6372
sample_6373	Phenotyping		6.0		assay_6373
sample_6374	Phenotyping		6.0		assay_6374
sample_6375	Phenotyping		6.0		assay_6375
sample_6376	Phenotyping		2.0		assay_6376
sample_6377	Phenotyping		2.0		assay_6377
sample_6378	Phenotyping		2.5		assay_6378
sample_6379	Phenotyping		1.5		assay_6379
sample_638	Phenotyping	0.0222222222222222			assay_638
sample_6380	Phenotyping		1.5		assay_6380
sample_6381	Phenotyping		1.5		assay_6381
sample_6382	Phenotyping		3.25		assay_6382
sample_6383	Phenotyping		3.5		assay_6383
sample_6384	Phenotyping		3.25		assay_6384
sample_6385	Phenotyping		4.0		assay_6385
sample_6386	Phenotyping		4.25		assay_6386
sample_6387	Phenotyping		4.25		assay_6387
sample_6388	Phenotyping		3.25		assay_6388
sample_6389	Phenotyping		3.5		assay_6389
sample_639	Phenotyping	0.0222222222222222			assay_639
sample_6390	Phenotyping		3.25		assay_6390
sample_6391	Phenotyping		2.5		assay_6391
sample_6392	Phenotyping		2.5		assay_6392
sample_6393	Phenotyping		2.5		assay_6393
sample_6394	Phenotyping		3.0		assay_6394
sample_6395	Phenotyping		3.0		assay_6395
sample_6396	Phenotyping		3.0		assay_6396
sample_6397	Phenotyping		4.5		assay_6397
sample_6398	Phenotyping		4.75		assay_6398
sample_6399	Phenotyping		4.5		assay_6399
sample_64	Phenotyping	24.3055555555556			assay_64
sample_640	Phenotyping	2.02222222222222			assay_640
sample_6400	Phenotyping		1.0		assay_6400
sample_6401	Phenotyping		1.25		assay_6401
sample_6402	Phenotyping		1.0		assay_6402
sample_6403	Phenotyping		3.25		assay_6403
sample_6404	Phenotyping		3.25		assay_6404
sample_6405	Phenotyping		3.25		assay_6405
sample_6406	Phenotyping		1.25		assay_6406
sample_6407	Phenotyping		1.25		assay_6407
sample_6408	Phenotyping		1.25		assay_6408
sample_6409	Phenotyping		2.75		assay_6409
sample_641	Phenotyping	5.28888888888889			assay_641
sample_6410	Phenotyping		4.0		assay_6410
sample_6411	Phenotyping		2.75		assay_6411
sample_6412	Phenotyping		3.25		assay_6412
sample_6413	Phenotyping		3.5		assay_6413
sample_6414	Phenotyping		3.25		assay_6414
sample_6415	Phenotyping		2.0		assay_6415
sample_6416	Phenotyping		2.25		assay_6416
sample_6417	Phenotyping		2.0		assay_6417
sample_6418	Phenotyping		3.0		assay_6418
sample_6419	Phenotyping		3.25		assay_6419
sample_642	Phenotyping	3.18888888888889			assay_642
sample_6420	Phenotyping		3.25		assay_6420
sample_6421	Phenotyping		3.25		assay_6421
sample_6422	Phenotyping		3.5		assay_6422
sample_6423	Phenotyping		3.5		assay_6423
sample_6424	Phenotyping		3.25		assay_6424
sample_6425	Phenotyping		3.25		assay_6425
sample_6426	Phenotyping		3.25		assay_6426
sample_6427	Phenotyping		3.25		assay_6427
sample_6428	Phenotyping		3.25		assay_6428
sample_6429	Phenotyping		3.75		assay_6429
sample_643	Phenotyping	4.46666666666667			assay_643
sample_6430	Phenotyping		2.75		assay_6430
sample_6431	Phenotyping		2.75		assay_6431
sample_6432	Phenotyping		2.75		assay_6432
sample_6433	Phenotyping		3.5		assay_6433
sample_6434	Phenotyping		3.75		assay_6434
sample_6435	Phenotyping		3.5		assay_6435
sample_6436	Phenotyping		4.25		assay_6436
sample_6437	Phenotyping		4.25		assay_6437
sample_6438	Phenotyping		4.25		assay_6438
sample_6439	Phenotyping		3.25		assay_6439
sample_644	Phenotyping	7.11111111111111			assay_644
sample_6440	Phenotyping		3.5		assay_6440
sample_6441	Phenotyping		3.25		assay_6441
sample_6442	Phenotyping		3.5		assay_6442
sample_6443	Phenotyping		3.75		assay_6443
sample_6444	Phenotyping		3.75		assay_6444
sample_6445	Phenotyping		9.75		assay_6445
sample_6446	Phenotyping		9.75		assay_6446
sample_6447	Phenotyping		9.75		assay_6447
sample_6448	Phenotyping		3.5		assay_6448
sample_6449	Phenotyping		3.75		assay_6449
sample_645	Phenotyping	7.08333333333333			assay_645
sample_6450	Phenotyping		3.5		assay_6450
sample_6451	Phenotyping		2.5		assay_6451
sample_6452	Phenotyping		2.5		assay_6452
sample_6453	Phenotyping		2.5		assay_6453
sample_6454	Phenotyping		3.25		assay_6454
sample_6455	Phenotyping		3.25		assay_6455
sample_6456	Phenotyping		3.25		assay_6456
sample_6457	Phenotyping		8.5		assay_6457
sample_6458	Phenotyping		8.5		assay_6458
sample_6459	Phenotyping		8.5		assay_6459
sample_646	Phenotyping	0.0833333333333333			assay_646
sample_6460	Phenotyping		5.0		assay_6460
sample_6461	Phenotyping		5.0		assay_6461
sample_6462	Phenotyping		5.0		assay_6462
sample_6463	Phenotyping		3.5		assay_6463
sample_6464	Phenotyping		3.5		assay_6464
sample_6465	Phenotyping		3.5		assay_6465
sample_6466	Phenotyping		3.0		assay_6466
sample_6467	Phenotyping		3.25		assay_6467
sample_6468	Phenotyping		3.75		assay_6468
sample_6469	Phenotyping		2.75		assay_6469
sample_647	Phenotyping	0.0833333333333333			assay_647
sample_6470	Phenotyping		3.5		assay_6470
sample_6471	Phenotyping		3.5		assay_6471
sample_6472	Phenotyping		2.5		assay_6472
sample_6473	Phenotyping		2.75		assay_6473
sample_6474	Phenotyping		3.0		assay_6474
sample_6475	Phenotyping		3.25		assay_6475
sample_6476	Phenotyping		3.25		assay_6476
sample_6477	Phenotyping		3.25		assay_6477
sample_6478	Phenotyping		3.75		assay_6478
sample_6479	Phenotyping		3.75		assay_6479
sample_648	Phenotyping	0.0111111111111111			assay_648
sample_6480	Phenotyping		3.75		assay_6480
sample_6481	Phenotyping		5.75		assay_6481
sample_6482	Phenotyping		5.75		assay_6482
sample_6483	Phenotyping		5.75		assay_6483
sample_6484	Phenotyping		6.75		assay_6484
sample_6485	Phenotyping		6.75		assay_6485
sample_6486	Phenotyping		6.75		assay_6486
sample_6487	Phenotyping		2.5		assay_6487
sample_6488	Phenotyping		2.5		assay_6488
sample_6489	Phenotyping		2.5		assay_6489
sample_649	Phenotyping	7.56444444444444			assay_649
sample_6490	Phenotyping		2.25		assay_6490
sample_6491	Phenotyping		2.25		assay_6491
sample_6492	Phenotyping		2.25		assay_6492
sample_6493	Phenotyping		1.75		assay_6493
sample_6494	Phenotyping		2.75		assay_6494
sample_6495	Phenotyping		1.75		assay_6495
sample_6496	Phenotyping		3.0		assay_6496
sample_6497	Phenotyping		3.0		assay_6497
sample_6498	Phenotyping		3.0		assay_6498
sample_6499	Phenotyping		3.5		assay_6499
sample_65	Phenotyping	24.3055555555556			assay_65
sample_650	Phenotyping	13.2			assay_650
sample_6500	Phenotyping		3.75		assay_6500
sample_6501	Phenotyping		3.5		assay_6501
sample_6502	Phenotyping		2.25		assay_6502
sample_6503	Phenotyping		2.5		assay_6503
sample_6504	Phenotyping		2.25		assay_6504
sample_6505	Phenotyping		1.0		assay_6505
sample_6506	Phenotyping		2.0		assay_6506
sample_6507	Phenotyping		1.0		assay_6507
sample_6508	Phenotyping		1.25		assay_6508
sample_6509	Phenotyping		1.25		assay_6509
sample_651	Phenotyping	11.3333333333333			assay_651
sample_6510	Phenotyping		1.25		assay_6510
sample_6511	Phenotyping		2.75		assay_6511
sample_6512	Phenotyping		3.0		assay_6512
sample_6513	Phenotyping		2.75		assay_6513
sample_6514	Phenotyping		2.75		assay_6514
sample_6515	Phenotyping		3.0		assay_6515
sample_6516	Phenotyping		2.75		assay_6516
sample_6517	Phenotyping		3.25		assay_6517
sample_6518	Phenotyping		3.5		assay_6518
sample_6519	Phenotyping		3.25		assay_6519
sample_652	Phenotyping	3.73333333333333			assay_652
sample_6520	Phenotyping		5.25		assay_6520
sample_6521	Phenotyping		5.25		assay_6521
sample_6522	Phenotyping		5.25		assay_6522
sample_6523	Phenotyping		1.0		assay_6523
sample_6524	Phenotyping		1.25		assay_6524
sample_6525	Phenotyping		1.0		assay_6525
sample_6526	Phenotyping		3.5		assay_6526
sample_6527	Phenotyping		3.5		assay_6527
sample_6528	Phenotyping		3.75		assay_6528
sample_6529	Phenotyping		2.75		assay_6529
sample_653	Phenotyping	4.27777777777778			assay_653
sample_6530	Phenotyping		3.75		assay_6530
sample_6531	Phenotyping		2.75		assay_6531
sample_6532	Phenotyping		3.75		assay_6532
sample_6533	Phenotyping		3.75		assay_6533
sample_6534	Phenotyping		4.25		assay_6534
sample_6535	Phenotyping		3.0		assay_6535
sample_6536	Phenotyping		3.25		assay_6536
sample_6537	Phenotyping		3.25		assay_6537
sample_6538	Phenotyping		2.75		assay_6538
sample_6539	Phenotyping		3.25		assay_6539
sample_654	Phenotyping	10.7022222222222			assay_654
sample_6540	Phenotyping		3.0		assay_6540
sample_6541	Phenotyping		4.25		assay_6541
sample_6542	Phenotyping		5.5		assay_6542
sample_6543	Phenotyping		4.25		assay_6543
sample_6544	Phenotyping		3.25		assay_6544
sample_6545	Phenotyping		3.25		assay_6545
sample_6546	Phenotyping		3.25		assay_6546
sample_6547	Phenotyping		1.0		assay_6547
sample_6548	Phenotyping		1.0		assay_6548
sample_6549	Phenotyping		1.0		assay_6549
sample_655	Phenotyping	7.87111111111111			assay_655
sample_6550	Phenotyping		2.25		assay_6550
sample_6551	Phenotyping		2.25		assay_6551
sample_6552	Phenotyping		2.5		assay_6552
sample_6553	Phenotyping		3.75		assay_6553
sample_6554	Phenotyping		3.75		assay_6554
sample_6555	Phenotyping		3.75		assay_6555
sample_6556	Phenotyping		5.0		assay_6556
sample_6557	Phenotyping		5.0		assay_6557
sample_6558	Phenotyping		5.0		assay_6558
sample_6559	Phenotyping		5.0		assay_6559
sample_656	Phenotyping	7.54			assay_656
sample_6560	Phenotyping		5.0		assay_6560
sample_6561	Phenotyping		5.0		assay_6561
sample_6562	Phenotyping		5.25		assay_6562
sample_6563	Phenotyping		5.25		assay_6563
sample_6564	Phenotyping		5.25		assay_6564
sample_6565	Phenotyping		2.75		assay_6565
sample_6566	Phenotyping		3.0		assay_6566
sample_6567	Phenotyping		2.75		assay_6567
sample_6568	Phenotyping		2.25		assay_6568
sample_6569	Phenotyping		2.25		assay_6569
sample_657	Phenotyping	9.32777777777778			assay_657
sample_6570	Phenotyping		2.5		assay_6570
sample_6571	Phenotyping		1.75		assay_6571
sample_6572	Phenotyping		2.0		assay_6572
sample_6573	Phenotyping		1.75		assay_6573
sample_6574	Phenotyping		7.5		assay_6574
sample_6575	Phenotyping		7.5		assay_6575
sample_6576	Phenotyping		7.5		assay_6576
sample_6577	Phenotyping		7.25		assay_6577
sample_6578	Phenotyping		7.25		assay_6578
sample_6579	Phenotyping		7.25		assay_6579
sample_658	Phenotyping	4.88888888888889			assay_658
sample_6580	Phenotyping		2.25		assay_6580
sample_6581	Phenotyping		2.25		assay_6581
sample_6582	Phenotyping		2.25		assay_6582
sample_6583	Phenotyping		2.0		assay_6583
sample_6584	Phenotyping		2.5		assay_6584
sample_6585	Phenotyping		2.5		assay_6585
sample_6586	Phenotyping		2.5		assay_6586
sample_6587	Phenotyping		2.5		assay_6587
sample_6588	Phenotyping		2.5		assay_6588
sample_6589	Phenotyping		3.75		assay_6589
sample_659	Phenotyping	3.23888888888889			assay_659
sample_6590	Phenotyping		3.75		assay_6590
sample_6591	Phenotyping		3.75		assay_6591
sample_6592	Phenotyping		2.0		assay_6592
sample_6593	Phenotyping		2.0		assay_6593
sample_6594	Phenotyping		2.0		assay_6594
sample_6595	Phenotyping		6.25		assay_6595
sample_6596	Phenotyping		6.25		assay_6596
sample_6597	Phenotyping		6.25		assay_6597
sample_6598	Phenotyping		6.75		assay_6598
sample_6599	Phenotyping		6.75		assay_6599
sample_66	Phenotyping	23.4			assay_66
sample_660	Phenotyping	11.9777777777778			assay_660
sample_6600	Phenotyping		6.75		assay_6600
sample_6601	Phenotyping		2.75		assay_6601
sample_6602	Phenotyping		2.75		assay_6602
sample_6603	Phenotyping		3.25		assay_6603
sample_6604	Phenotyping		3.0		assay_6604
sample_6605	Phenotyping		3.25		assay_6605
sample_6606	Phenotyping		3.0		assay_6606
sample_6607	Phenotyping		1.5		assay_6607
sample_6608	Phenotyping		1.5		assay_6608
sample_6609	Phenotyping		2.0		assay_6609
sample_661	Phenotyping	2.025			assay_661
sample_6610	Phenotyping		1.25		assay_6610
sample_6611	Phenotyping		1.75		assay_6611
sample_6612	Phenotyping		1.25		assay_6612
sample_6613	Phenotyping		5.0		assay_6613
sample_6614	Phenotyping		5.0		assay_6614
sample_6615	Phenotyping		5.0		assay_6615
sample_6616	Phenotyping		4.25		assay_6616
sample_6617	Phenotyping		4.25		assay_6617
sample_6618	Phenotyping		4.25		assay_6618
sample_6619	Phenotyping		3.5		assay_6619
sample_662	Phenotyping	3.33333333333333			assay_662
sample_6620	Phenotyping		3.5		assay_6620
sample_6621	Phenotyping		3.5		assay_6621
sample_6622	Phenotyping		3.25		assay_6622
sample_6623	Phenotyping		3.25		assay_6623
